"","year","state","state.1","poptotal","evangelical_pop","nonwhite","gini_coef","total_expenditure","total_revenue","gsppcap","incomepcap","unemployment","povrate","earned_income_taxcredit","x_sales_taxes","x_tax_burden","x_top_corporateincometaxrate","hou_chamber","sen_chamber","h_diffs","s_diffs","pctfemaleleg","efna_index","vepvotingrate","overall_fin_reg","union_density","innovatescore_boehmkeskinner","citi6013","anti_environment","anti_welfare","anti_race","mathscore4th","readscore4th","sqli","genderrights_state_eras","solaw","w_environment_solar_taxcredit","drugs_medical_marijuana","labor_minwage_abovefed","labor_right_to_work","i_rps"
"2010",1980,"WV","West Virginia",1949644,9.6000004,0.041851796,0.45180631,2678563,2640307,NA,8066,9.4,15.2,NA,3,0.093,6,NA,NA,NA,NA,NA,NA,0.53,NA,38.29999924,0.016308,52.30898,0.131120756,0.580805776,0.192293842,NA,NA,NA,0,0,0,NA,0,0,"0"
"2011",1981,"WV","West Virginia",1954124,9.6000004,0.043237463,0.46495211,2863126,2931076,NA,8767,10.7,19.9,NA,5,0.091,6,NA,NA,NA,NA,11.9,4.6,NA,NA,31.89999962,0.028941,49.92735,0.138544679,0.553398196,0.196751838,NA,NA,NA,0,0,0,NA,0,0,"0"
"2012",1982,"WV","West Virginia",1949604,9.6000004,0.043180514,0.46565211,2841679,3100465,NA,9340,13.9,24.8,NA,5,0.094,6,NA,NA,NA,NA,NA,4.7,0.4,NA,25.39999962,0.028941,53.71142,0.145968601,0.525990616,0.201209833,NA,NA,NA,0,0,0,NA,0,0,"0"
"2013",1983,"WV","West Virginia",1945061,9.6000004,0.042693574,0.46446899,3046333,3201658,NA,9575,18,22.1,NA,5,0.095,7,NA,NA,NA,NA,12.7,4.4,NA,NA,24.10000038,0.067449,65.99816,0.085277438,0.463112589,0.251384382,NA,NA,NA,0,0,0,NA,0,0,"0"
"2014",1984,"WV","West Virginia",1927697,9.6000004,0.042589732,0.46748921,3135760,3546835,NA,10355,15,20.4,NA,5,0.1,7,NA,NA,NA,NA,13.4,4.6,0.53,NA,22.79999924,0.067449,60.44866,0.063512124,0.369648413,0.171714839,NA,NA,NA,0,0,0,NA,0,0,"0"
"2015",1985,"WV","West Virginia",1906831,13.1,0.042242266,0.47025806,3343268,3665280,NA,10851,13,22.3,NA,5,0.103,7,NA,NA,NA,NA,17.2,4.7,NA,NA,20.70000076,0.016053,50.73688,0.097424813,0.430221693,0.262140175,NA,NA,NA,0,0,0,NA,0,0,"0"
"2016",1986,"WV","West Virginia",1882350,13.1,0.041819874,0.47877944,3621314,3821655,NA,11212,11.8,22.4,NA,5,0.101,7,NA,NA,NA,NA,17.2,4.8,0.3,NA,21.89999962,0.016053,66.8777,0.056349885,0.4589124,0.175443524,NA,NA,NA,0,0,0,NA,0,0,"0"
"2017",1987,"WV","West Virginia",1857585,13.1,0.041964479,0.48939383,3884292,3995092,15468,11619,10.8,21.6,NA,5,0.099,9.75,NA,NA,NA,NA,15.7,5,NA,NA,20.20000076,0.03131,63.57909,0.049115445,0.428304814,0.141042525,NA,NA,NA,0,0,0,NA,0,0,"0"
"2018",1988,"WV","West Virginia",1830215,13.1,0.041406557,0.50736535,3809454,3700869,16864,12532,9.9,17.9,0,5,0.086,9.75,NA,NA,NA,NA,15.7,5.6,0.49,NA,19.60000038,0.03131,64.80093,0.047827363,0.324810833,0.208544288,NA,NA,NA,0,0,0,NA,0,0,"0"
"2019",1989,"WV","West Virginia",1806568,13.1,0.04160985,0.53379679,3819710,3984804,17058,13398,8.6,15.7,0,6,0.086,9.6,NA,NA,NA,NA,17.9,5.7,NA,NA,19.29999924,0.015183,59.57865,0.049573496,0.453744224,0.194522734,NA,NA,NA,0,0,0,NA,0,0,"0"
"2020",1990,"WV","West Virginia",1793477,13.1,0.041085333,0.53554922,4211695,4457672,17489,14436,8.3,18.1,0,6,0.092,9.45,NA,NA,NA,NA,19.4,5.6,0.3,NA,19.5,0.015183,57.29178,0.057244204,0.427168394,0.182005203,NA,NA,NA,0,0,0,NA,0,0,"0"
"2021",1991,"WV","West Virginia",1798212,13.1,0.041376531,0.52787679,4771726,5057556,17782,15086,10.5,17.9,0,6,0.093,9.3,NA,NA,NA,NA,20.9,5.3,NA,NA,18.60000038,0.050549,56.04237,0.082110621,0.352558674,0.1276584,NA,NA,NA,0,0,0,NA,0,0,"0"
"2022",1992,"WV","West Virginia",1805462,13.1,0.041437119,0.52805966,5261795,5452191,18202,16081,11.2,22.3,0,6,0.093,9.3,NA,NA,NA,NA,20.9,5.4,0.5,12,17.70000076,0.050549,74.87823,0.099431172,0.480602329,0.14950395,215.269,215.536,48,0,0,0,NA,0,0,"0"
"2023",1993,"WV","West Virginia",1816179,13.1,0.042008258,0.52561986,5943099,6047454,18616,16549,10.8,22.2,0,6,0.092,9,NA,NA,NA,NA,16.4,5.2,NA,NA,17.70000076,0.02514,63.47848,0.11675173,0.608645985,0.171349499,NA,NA,49,0,0,0,NA,0,0,"0"
"2024",1994,"WV","West Virginia",1818490,13.1,0.042121563,0.52791107,6189980,6349448,19756,17269,10.1,18.6,0,6,0.093,9,NA,NA,NA,NA,17.2,5.5,0.31,12,16.39999962,0.02514,60.90963,0.097527355,0.623140638,0.243536205,NA,213.147,49,0,0,0,NA,0,0,"0"
"2025",1995,"WV","West Virginia",1820560,11.7,0.042743549,0.53210413,6261769,6661755,20235,17817,NA,16.7,0,6,0.093,9,NA,NA,NA,NA,14.9,5.5,NA,NA,15.80000019,0.060432,66.41918,0.102794014,0.60683026,0.230944172,NA,NA,48,0,0,0,NA,0,0,"0"
"2026",1996,"WV","West Virginia",1818983,11.7,0.042713579,0.55143201,6576406,6859793,20710,18567,7.5,18.5,0,6,0.091,9,-0.1,NA,0.888,NA,14.9,5.7,0.46,12,15.69999981,0.060432,62.84236,0.108060673,0.590519883,0.218352138,223.35,NA,48,0,0,0,0,0,0,"0"
"2027",1997,"WV","West Virginia",1815588,11.7,0.043098569,0.52131051,7145479,7486970,26011,19373,6.9,16.4,0,6,0.091,9,-0.18,-0.153,0.867,0.868,14.9,5.7,NA,NA,12.5,0.052005,65.95358,0.094245501,0.525415763,0.212734215,NA,NA,48,0,0,0,0,0,0,"0"
"2028",1998,"WV","West Virginia",1811688,11.7,0.04313245,0.53019369,7148810,7808416,26614,20472,6.6,17.8,0,6,0.09,9,-0.18,-0.153,0.867,0.868,14.9,5.9,0.25,12,15.30000019,0.052005,71.59254,0.080430329,0.460311643,0.207116293,NA,215.621,48,0,0,0,0,0,0,"0"
"2029",1999,"WV","West Virginia",1806928,11.7,0.042422246,0.52770483,7335784,8034281,27676,21049,6.6,15.7,0,6,0.093,9,-0.229,-0.223,0.828,0.687,17.9,5.8,NA,NA,14.39999962,0.046222,69.74731,0.090193897,0.41950489,0.195813708,NA,NA,48,0,0,0,0,0,0,"0"
"2030",2000,"WV","West Virginia",1806977,11.7,0.046932522,0.52631336,7551834,8591389,27421,22173,5.5,14.7,0,6,0.092,9,-0.226,-0.223,0.856,0.687,17.9,5.9,0.47,12,14.69999981,0.046222,54.34296,0.099957474,0.378698138,0.184511124,223.204,NA,48,0,0,0,0,0,0,"0"
"2031",2001,"WV","West Virginia",1798540,11.7,0.047398556,0.52184469,7300483,8296556,27723,23573,4.9,16.4,0,6,0.091,9,-0.229,-0.13,0.877,0.651,18.7,6.4,NA,NA,13.30000019,0.04464,66.53737,0.088466898,0.398362922,0.191238431,NA,NA,49,0,0,0,0,0,0,"0"
"2032",2002,"WV","West Virginia",1799392,11.7,0.047809895,0.53146571,9409434,9130217,28013,24302,6.1,16.8,0,6,0.092,9,-0.229,-0.13,0.877,0.651,18.7,5.5,0.31,12,13.10000038,0.04464,63.14313,0.076976314,0.418027706,0.197965738,NA,218.778,49,0,0,0,0,0,0,"0"
"2033",2003,"WV","West Virginia",1802287,11.7,0.048998334,0.5580188,10003729,9766188,27919,24773,6.1,17.4,0,6,0.094,9,-0.203,-0.082,0.92,0.766,18.7,6.4,NA,NA,14.30000019,0.06364,66.10992,0.078829549,0.42273388,0.206810712,230.768,219.18,49,0,0,0,0,0,0,"0"
"2034",2004,"WV","West Virginia",1803312,11.7,0.050035495,0.58398235,9879217,11112803,28363,25599,5.3,14.2,0,6,0.094,9,-0.206,-0.082,0.923,0.766,18.7,5.8,0.54,12,14.30000019,0.06364,66.26171,0.080682784,0.427440054,0.215655685,NA,NA,49,0,0,0,0,0,0,"0"
"2035",2005,"WV","West Virginia",1804020,14.4,0.051171839,0.60271317,9668369,12018837,28544,26443,5.1,15.4,0,6,0.092,9,-0.226,-0.067,0.962,0.815,15.7,6,NA,NA,14.39999962,0.001715,67.31618,0.072284564,0.420919261,0.204182922,230.843,214.767,49,0,0,0,0,0,0,"0"
"2036",2006,"WV","West Virginia",1806760,14.4,0.05277532,0.63713741,9781296,11435036,28838,28372,4.9,15.3,0,6,0.094,9,-0.212,-0.067,0.961,0.815,15.7,6.4,0.33,12,14.30000019,0.001715,59.58805,0.063886352,0.414398468,0.192710158,NA,NA,50,0,0,0,0,1,0,"0"
"2037",2007,"WV","West Virginia",1809836,14.4,0.0636108,0.63422835,10165499,12525048,28559,29497,4.6,14.8,0,6,0.094,8.75,-0.227,-0.082,1.112,0.871,14.2,6.3,NA,NA,13.39999962,0.057775,74.9881,0.072181255,0.395633983,0.178151436,236.338,215.131,50,0,0,0,0,1,0,"0"
"2038",2008,"WV","West Virginia",1814468,14.4,0.06514857,0.63506293,10561575,10736112,28454,31310,4.3,14.5,0,6,0.096,8.5,-0.227,-0.082,1.112,0.847,14.2,6.3,0.5,12,13.80000019,0.057775,79.28195,0.080476157,0.376869499,0.163592713,NA,NA,50,0,0,0,0,1,0,"0"
"2039",2009,"WV","West Virginia",1847775,14.4,0.067296155,0.58114159,11481561,11112547,29139,31075,7.7,15.8,0,6,0.098,8.5,NA,NA,NA,NA,16.4,6.1,NA,NA,13.89999962,0.002933,62.73063,0.110682055,0.423975358,0.188973128,232.983,214.52,49,0,0,0,0,0,0,"0"
"2040",2010,"WV","West Virginia",1854239,14.4,0.052237879,0.5430131,12343051,13564289,30201,31999,8.7,16.9,0,6,0.097,8.5,-0.211,NA,1.138,NA,16.4,5.9,0.37,12,14.80000019,0.002933,48.56878,0.140887961,0.471081217,0.214353543,NA,NA,49,0,0,0,0,0,0,"0"
"2041",2011,"WV","West Virginia",1856301,14.4,0.069131903,0.55139101,13000033,15397630,NA,34121,8.1,17.5,0,6,NA,8.5,-0.196,-0.226,1.199,0.945,17.9,6,NA,NA,13.80000019,NA,58.21689,0.187237725,0.507402988,0.188857609,234.656,214.386,49,0,0,0,0,0,0,"0"
"2042",2012,"WV","West Virginia",1855413,14.4,NA,0.54843992,13222912,13247295,NA,35105,7.5,16.7,0,6,NA,7.75,-0.205,-0.226,1.216,0.945,17.9,6.2,0.46,13,NA,NA,52.47907,0.233587489,0.54372476,0.163361676,NA,NA,49,0,0,0,0,0,0,"0"
"2043",2013,"WV","West Virginia",1854304,14.4,NA,0.54112285,13234123,14593283,NA,34929,6.8,17.3,0,6,NA,7,-0.035,-0.188,1.189,1.005,16.4,6.3,NA,NA,NA,NA,48.20326,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,"0"
"2044",2014,"WV","West Virginia",1850326,NA,NA,NA,13307777,15387767,NA,36131,6.6,20.6,0,6,NA,6.5,-0.012,-0.188,1.182,1.005,16.4,NA,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,"0"
"2045",2015,"WV","West Virginia",1844128,NA,NA,NA,13529556,14946301,NA,37036,6.8,14.5,NA,NA,NA,NA,0.639,0.246,1.117,0.958,14.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"2046",2016,"WV","West Virginia",1831102,NA,NA,NA,14523738,13906210,NA,37070,6,18,NA,NA,NA,NA,0.641,0.47,1.114,0.948,14.9,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"2047",2017,"WV","West Virginia",1815857,NA,NA,NA,15193526,15624425,NA,38891,5.2,17.3,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"2048",2018,"WV","West Virginia",1804291,NA,NA,NA,15359180,15163440,NA,41154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"2049",2019,"WV","West Virginia",1792147,NA,NA,NA,NA,NA,NA,42242,NA,NA,NA,6,NA,6.5,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"2050",2020,"WV","West Virginia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"2051",1980,"WY","Wyoming",469557,17.799999,0.050525531,0.4952898,797449,937195,NA,11668,3.9,10.4,NA,3,0.07,0,NA,NA,NA,NA,NA,NA,0.54,NA,17.89999962,0.000172,32.37524,0.179005042,0.64295614,0.308823058,NA,NA,NA,1,0,0,NA,0,1,"0"
"2052",1981,"WY","Wyoming",491712,17.799999,0.079591461,0.48240969,967879,1158164,NA,12808,4.1,8.9,NA,3,0.069,0,NA,NA,NA,NA,18.5,6.7,NA,NA,19.60000038,0.012357,28.34146,0.148237795,0.601018227,0.306213221,NA,NA,NA,1,0,0,NA,0,1,"0"
"2053",1982,"WY","Wyoming",506400,17.799999,0.078430831,0.51070374,1123329,1558599,NA,13349,5.8,12,NA,3,0.071,0,NA,NA,NA,NA,NA,6,0.49,NA,16.89999962,0.012357,31.67757,0.11747054,0.559080313,0.303603384,NA,NA,NA,1,0,0,NA,0,1,"0"
"2054",1983,"WY","Wyoming",510345,17.799999,0.079456866,0.52423841,1263044,1597431,NA,12703,8.4,12.6,NA,3,0.072,0,NA,NA,NA,NA,23.4,5.4,NA,NA,14.30000019,0.034507,26.95521,0.101753384,0.50452008,0.238889012,NA,NA,NA,1,0,0,NA,0,1,"0"
"2055",1984,"WY","Wyoming",504896,17.799999,0.081184156,0.52799362,1414594,1802235,NA,13416,6.3,10.9,NA,3,0.072,0,NA,NA,NA,NA,23.4,5.5,0.56,NA,15.69999981,0.034507,27.66598,0.054413021,0.428334214,0.298103579,NA,NA,NA,1,0,0,NA,0,1,"0"
"2056",1985,"WY","Wyoming",499695,22.6,0.082556002,0.53346115,1497392,1945554,NA,14137,7.1,12,NA,3,0.072,0,NA,NA,NA,NA,25.5,5.6,NA,NA,14.10000038,0.024833,26.33779,0.150454953,0.526283618,0.320700744,NA,NA,NA,1,0,0,NA,0,1,"0"
"2057",1986,"WY","Wyoming",495633,22.6,0.083752014,0.54193735,1632973,2003511,NA,14244,9,14.6,NA,3,0.07,0,NA,NA,NA,NA,25.5,5.3,0.5,NA,12,0.024833,26.4682,0.072072782,0.438542092,0.175428433,NA,NA,NA,1,0,0,NA,0,1,"0"
"2058",1987,"WY","Wyoming",476965,22.6,0.084672958,0.55491579,1629661,1802112,25729,14287,8.6,10.8,NA,3,0.069,0,NA,NA,NA,NA,22.3,5.3,NA,NA,14,0.025463,30.10828,0.062804185,0.521276864,0.197659452,NA,NA,NA,1,0,0,NA,0,1,"0"
"2059",1988,"WY","Wyoming",465101,22.6,0.086260214,0.57209945,1508773,1691118,28058,14821,6.3,9.6,0,3,0.066,0,NA,NA,NA,NA,22.3,5.7,0.56,NA,13.60000038,0.025463,32.71922,0.06372311,0.496551735,0.267525877,NA,NA,NA,1,0,0,NA,0,1,"0"
"2060",1989,"WY","Wyoming",458374,22.6,0.087489083,0.59548944,1566152,1843275,28402,16382,6.3,10.9,0,3,0.063,0,NA,NA,NA,NA,23.4,6.1,NA,NA,13.10000038,0.012929,29.98088,0.03560748,0.477752366,0.179789861,NA,NA,NA,1,0,0,NA,0,1,"0"
"2061",1990,"WY","Wyoming",453589,22.6,0.090491191,0.58666205,1641177,1901853,30137,17910,5.4,11,0,3,NA,0,NA,NA,NA,NA,23.4,6.2,0.51,NA,13.89999962,0.012929,32.47088,0.092987984,0.421416837,0.166849025,NA,NA,NA,1,0,0,NA,0,1,"0"
"2062",1991,"WY","Wyoming",457739,22.6,0.091700874,0.58780742,1813108,1979132,30741,18589,5.1,9.9,0,3,0.062,0,NA,NA,NA,NA,24.5,6.1,NA,NA,12.69999981,0.043595,34.53618,0.053974584,0.401097737,0.234628939,NA,NA,NA,1,0,0,NA,0,1,"0"
"2063",1992,"WY","Wyoming",463491,22.6,0.090585314,0.59233922,1925147,2024676,30728,19344,5.6,10.3,0,3,0.064,0,NA,NA,NA,NA,24.5,6,0.62,10,12.39999962,0.043595,45.90659,0.083445914,0.49624752,0.24102381,225.378,222.983,13,1,0,0,NA,0,1,"0"
"2064",1993,"WY","Wyoming",469033,22.6,0.092330493,0.59245783,1886755,2180732,31253,20065,5.4,13.3,0,3,0.064,0,NA,NA,NA,NA,24.4,6.2,NA,NA,11.19999981,0.001146,37.0078,0.112917244,0.591397303,0.247418681,NA,NA,12,1,0,0,NA,0,1,"0"
"2065",1994,"WY","Wyoming",474982,22.6,0.092037894,0.59089822,1974897,2307965,31450,20741,5.3,9.3,0,4,0.067,0,NA,NA,NA,NA,24.4,6.3,0.6,10,11.69999981,0.001146,34.18655,0.097536415,0.648901606,0.29177086,NA,221.186,8,1,0,0,NA,0,1,"0"
"2066",1995,"WY","Wyoming",478447,20.9,0.090755232,0.59664756,2045221,2239881,32028,21358,NA,12.2,0,4,0.064,0,NA,NA,NA,NA,21.1,6.5,NA,NA,11.5,0.046257,33.96235,0.11378932,0.642946465,0.284474445,NA,NA,13,1,0,0,NA,0,1,"0"
"2067",1996,"WY","Wyoming",480085,20.9,0.091587499,0.62864214,2062116,2432404,32710,22233,5,11.9,0,4,0.065,0,0.545,0.37,1.437,0.753,21.1,6.6,0.61,10,10,0.046257,31.20286,0.130042225,0.636991324,0.277178031,223.196,NA,16,1,0,0,0,0,1,"0"
"2068",1997,"WY","Wyoming",480031,20.9,0.093258336,0.61790872,2126805,2652155,42840,23774,5.1,13.5,0,4,0.063,0,0.489,NA,1.403,NA,17.8,6.7,NA,NA,9.5,0.070813,27.95369,0.115437418,0.567719893,0.261235243,NA,NA,17,1,0,0,0,0,1,"0"
"2069",1998,"WY","Wyoming",480045,20.9,0.094443753,0.62753105,2172024,2652956,43852,25496,4.8,10.6,0,4,0.062,0,0.486,0.351,1.369,0.829,17.8,6.8,0.5,10,9.800000191,0.070813,29.08783,0.100832619,0.498448461,0.245292454,NA,218.232,18,1,0,0,0,0,1,"0"
"2070",1999,"WY","Wyoming",479602,20.9,0.096781246,0.63108474,2372933,3092259,46133,27192,4.9,11.6,0,4,0.062,0,0.373,0.343,1.35,1.008,20,6.9,NA,NA,9.399999619,0.04189,28.27092,0.097978383,0.483813392,0.239749468,NA,NA,22,1,0,0,0,0,1,"0"
"2071",2000,"WY","Wyoming",493963,20.9,0.099263161,0.63961267,2552590,5740333,46811,29261,3.9,10.8,0,4,0.063,0,0.381,0.331,1.304,0.991,18.9,7.1,0.59,10,8.5,0.04189,23.78905,0.095124155,0.469178323,0.234206482,228.627,NA,18,1,0,0,0,0,1,"0"
"2072",2001,"WY","Wyoming",492924,20.9,0.101393506,0.61912394,2645226,2880176,50082,31216,3.9,8.7,0,4,0.06,0,0.381,0.331,1.259,0.991,15.6,7.4,NA,NA,9.300000191,0.01944,27.16275,0.093251012,0.447807776,0.241600008,NA,NA,10,1,0,0,0,0,1,"0"
"2073",2002,"WY","Wyoming",496969,20.9,0.10294769,0.62048841,2948182,2769606,50425,31890,4.2,9,0,4,0.064,0,0.381,0.331,1.259,0.991,15.6,6.9,0.5,10,7.900000095,0.01944,26.48627,0.091377869,0.426437229,0.248993534,NA,221.13,8,1,0,0,0,0,1,"0"
"2074",2003,"WY","Wyoming",499056,20.9,0.104402803,0.62147123,3264439,3403152,50895,33634,4.4,9.8,0,4,0.065,0,0.333,0.331,1.156,0.991,17.8,7.4,NA,NA,8,0.000975,24.55332,0.091611274,0.437951185,0.222672992,241.086,222.075,13,1,0,0,0,0,1,"0"
"2075",2004,"WY","Wyoming",502816,20.9,0.107019879,0.62453687,3596252,4609487,51964,35825,3.8,9.9,0,4,0.064,0,0.328,0.319,1.188,0.943,17.8,7,0.66,10,8.199999809,0.000975,27.35748,0.091844678,0.449465142,0.19635245,NA,NA,14,1,0,0,0,0,1,"0"
"2076",2005,"WY","Wyoming",506007,21.700001,0.108314231,0.63129532,3999825,5296649,51031,38839,3.6,10.6,0,4,0.067,0,0.349,0.328,1.182,0.98,14.4,7,NA,NA,8.100000381,0.068135,35.46685,0.088216297,0.447142681,0.208505433,242.956,223.262,19,1,0,0,0,0,1,"0"
"2077",2006,"WY","Wyoming",512573,21.700001,0.111881092,0.63031286,4011496,5831362,54887,43836,3.2,10,0,4,0.07,0,0.361,0.328,1.205,0.98,15.6,7.2,0.51,10,8.399999619,0.068135,28.56578,0.084587917,0.444820221,0.220658416,NA,NA,19,1,0,0,0,0,1,"0"
"2078",2007,"WY","Wyoming",523252,21.700001,0.1267391,0.63677955,4536373,6091326,55726,45281,2.8,10.9,0,4,0.069,0,0.334,0.321,1.233,1.044,NA,7.1,NA,NA,8.100000381,0.094579,30.06818,0.098927557,0.42843283,0.191183954,243.867,225.289,24,1,0,0,0,0,1,"0"
"2079",2008,"WY","Wyoming",532668,21.700001,0.131695539,0.62133127,5081586,6718235,57567,49222,3.1,10.1,0,4,0.072,0,0.344,0.307,1.239,1.144,23.3,6.9,0.63,10,8,0.094579,29.64659,0.113267191,0.41204544,0.161709492,NA,NA,11,1,0,0,0,0,1,"0"
"2080",2009,"WY","Wyoming",559851,21.700001,0.138017893,0.63356078,5577990,4787884,61627,43489,6.3,9.2,0,4,0.078,0,0.304,0.353,1.284,1.149,16.7,6.3,NA,NA,7.699999809,0.005797,27.20553,0.135408103,0.441848129,0.193634182,242.009,222.652,10,1,0,0,0,0,1,"0"
"2081",2010,"WY","Wyoming",564487,21.700001,0.045298461,0.65581352,5756937,7411311,60959,44861,6.4,9.6,0,4,0.078,0,0.234,0.353,1.216,1.085,16.7,6.3,0.45,10,7.400000095,0.005797,21.45767,0.157549024,0.471650819,0.225558872,NA,NA,4,1,0,0,0,0,1,"0"
"2082",2011,"WY","Wyoming",567299,21.700001,0.138465926,0.62893212,5673561,7494341,NA,49968,5.8,10.7,0,4,NA,0,0.344,0.392,1.312,1.332,14.4,6.6,NA,NA,7.199999809,NA,23.31248,0.151810944,0.492591798,0.236437581,243.874,224.062,12,1,0,0,0,0,1,"0"
